Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
31,Maruti Suzuki,Alto K10,Lx, 360843,998 ,Injection,35 litres,Petrol,1475 ,3545 ,1490 ,Hatchback,5.0,19 ,24.07 km/litre,740 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2360 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maruti Suzuki,Alto K10,Vxi (O), 407238,998 ,Injection,35 litres,Petrol,1460 ,3620 ,1475 ,Hatchback,5.0,14 ,17 km/litre,755 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,Yes,Only Front Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2360 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,,,,,Yes,,Driver frontal airbag,,,Yes,,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Maruti Suzuki,Alto K10,Lxi Cng (O), 439777,998 ,Injection,35 litres,CNG,1475 ,3545 ,1490 ,Hatchback,5.0,,,740 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,Yes,,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2360 mm,,Not on offer,,,,Internal,177 litres,,Yes,,Front,,Front,Yes,,,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,,,,,,,Driver frontal airbag,,,,,1.0,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Maruti Suzuki,Alto K10,Vxi Amt (O), 438559,998 ,Injection,35 litres,Petrol,1475 ,3545 ,1490 ,Hatchback,5.0,14 ,17 km/litre,755 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2360 mm,,CD Player with USB & Aux-in,,,,Internal,177 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,,Yes,,Driver frontal airbag,,,Yes,,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Datsun,Go,D, 374990,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5.0,Fabric,Manual,2450 mm,,Not on offer,,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,Yes,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Heater,Yes,,Yes,,,,Yes,,,,,,,Yes,,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
36,Datsun,Go,T, 468229,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,Internal,265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
37,Datsun,Go,T (O), 502492,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,20.6 ,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
38,Datsun,Go,A (O), 499990,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,20.6 ,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5.0,Fabric,Manual,2450 mm,,Not on offer,,2 years / Unlimited Kms,,Internal,265 litres,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
39,Datsun,Go,A, 469990,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,20.6 ,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5.0,Fabric,Manual,2450 mm,,Not on offer,,2 years / Unlimited Kms,,Internal,265 litres,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
40,Datsun,Go,T Vdc, 528464,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,Internal,265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
41,Datsun,Go,T (O) Vdc, 553015,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,20.6 ,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
42,Datsun,Go,T Cvt, 594464,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,Internal,265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
43,Datsun,Go,T (O) Cvt, 618015,1198 ,Injection,35 litres,Petrol,1507 ,3788 ,1636 ,Hatchback,5.0,20.6 ,,864 kg,180 mm,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
44,Maruti Suzuki,Celerio Tour,H2, 422444,998 ,Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,,830 kg,165 mm,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2425 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,,,,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Maruti Suzuki,Celerio Tour,H2 Cng, 480670,998 ,Injection,60 litres,CNG,1560 ,3695 ,1600 ,Hatchback,5.0,,,915 kg,165 mm,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,,,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2425 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,,,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Hyundai,Santro,Era Mt, 429990,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,,,,Electric Power,Only Front Windows,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2400 mm,,Not on offer,,,,"With Remote, Internal",,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,Digital,,Analog,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,Yes,,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
47,Hyundai,Santro,Magna Mt, 503990,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2400 mm,,Not on offer,,,,"With Remote, Manual, Internal",,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,Digital,,Analog + Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,Yes,,,,,,,,,,,,,,,,,,,,
48,Hyundai,Santro,Magna Mt Cng, 547990,1086 ,Injection,35 litres,CNG,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,,,,Electric Power,All Windows,,,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,Yes,5.0,Fabric,Manual,2400 mm,,Not on offer,,,,"With Remote, Manual, Internal",,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,Digital,,Analog + Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,Rake,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
49,Hyundai,Santro,Magna Amt, 530990,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,Coupled Torsion Beam Axle,155/80 R13,155/80 R13,Electric Power,All Windows,,,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,AMT,2400 mm,,CD Player with USB & Aux-in,Yes,,Yes,Internal,,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,,1.0,,,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
50,Hyundai,Santro,Sportz Mt, 512990,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2400 mm,,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"Manual, Internal, With Remote",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
51,Hyundai,Santro,Sportz Mt Cng, 578990,1086 ,Injection,60 litres,CNG,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,,,59PS@5500RPM,8.3KGM@4500rpm,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2400 mm,,CD Player with USB & Aux-in,Yes,,Yes,Internal,,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Yes,Manual,Digital,Yes,,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,Driver frontal airbag,Yes,Yes,Yes,,1.0,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
52,Hyundai,Santro,Sportz Amt, 570990,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,,Yes,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,AMT,2400 mm,,CD Player with USB & Aux-in,Yes,,Yes,Internal,,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,Driver frontal airbag,Yes,Yes,Yes,,1.0,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
53,Hyundai,Santro,Asta Mt, 556490,1086 ,Injection,35 litres,Petrol,1560 ,3610 ,1645 ,Hatchback,4.0,,,,,,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2400 mm,,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"Manual, With Remote, Internal",,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,,Analog + Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
54,Tata,Tiago,Revotron Xe, 460000,1199 ,Injection,35 litres,Petrol,1535 ,3765 ,1677 ,Hatchback,5.0,,,935 kg,,Semi-Independent; Twist beam with dual path strut,155/80 R13,155/80 R13,Electric Power,,,,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2400 mm,,Not on offer,,"2 Years / 75,000 KM (whichever is earlier)",,"Internal, With Remote",,,Yes,Yes,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",,Analog,Manual,Analog + Digital,Yes,,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,Yes,2.0,,Rake,,,Rear sensors,Yes,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,
55,Tata,Tiago,Revotron Xt, 520000,1199 ,Injection,35 litres,Petrol,1535 ,3746 ,1647 ,Hatchback,5.0,23.84 ,23 km/litre,930 kg,170 mm,Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2400 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242 litres,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
56,Tata,Tiago,Revotron Xz, 570000,1199 ,Injection,35 litres,Petrol,1535 ,3746 ,1647 ,Hatchback,5.0,23.84 ,23 km/litre,930 kg,170 mm,Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2400 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242 litres,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
57,Tata,Tiago,Revotron Xz Plus, 599000,1199 ,Injection,35 litres,Petrol,1535 ,3746 ,1647 ,Hatchback,5.0,23.84 ,23 km/litre,930 kg,170 mm,Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2400 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242 litres,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
58,Tata,Tiago,Revotron Xz Plus Dual Tone, 610000,1199 ,Injection,35 litres,Petrol,1535 ,3746 ,1647 ,Hatchback,5.0,23.84 ,23 km/litre,930 kg,170 mm,Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2400 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242 litres,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
